,Price,Clarity,City
35872,5451,2-Very slightly included,Kimberly
35873,5356,2-Very slightly included,Kimberly
35874,380,2-Very slightly included,New York City
35875,918,0-Internaly Flawless,Antwerp
35876,376,2-Very slightly included,Tel Aviv
35877,844,2-Very slightly included,Surat
35878,3047,3-Slightly included,Las Vegas
35879,4098,3-Slightly included,Las Vegas
35880,4773,3-Slightly included,Zurich
35881,2784,2-Very slightly included,Tel Aviv
35882,1013,1-Very very slightly included,Dubai
35883,666,2-Very slightly included,Antwerp
35884,1323,3-Slightly included,Madrid
35885,586,2-Very slightly included,Amsterdam
35886,4424,2-Very slightly included,Tel Aviv
35887,18295,3-Slightly included,Surat
35888,4501,3-Slightly included,Kimberly
35889,4036,3-Slightly included,Antwerp
35890,1970,2-Very slightly included,Dubai
35891,5342,3-Slightly included,Madrid
35892,1181,3-Slightly included,Luxembourg
35893,2939,2-Very slightly included,Madrid
35894,573,3-Slightly included,Surat
35895,4666,3-Slightly included,Amsterdam
35896,863,0-Internaly Flawless,Tel Aviv
35897,2662,3-Slightly included,Luxembourg
35898,586,3-Slightly included,Luxembourg
35899,7389,2-Very slightly included,Dubai
35900,2505,1-Very very slightly included,Surat
35901,431,2-Very slightly included,Surat
35902,2394,3-Slightly included,Zurich
35903,462,1-Very very slightly included,Las Vegas
35904,979,3-Slightly included,Dubai
35905,668,2-Very slightly included,Paris
35906,847,1-Very very slightly included,Las Vegas
35907,11011,3-Slightly included,Tel Aviv
35908,5305,3-Slightly included,Zurich
35909,895,0-Internaly Flawless,Paris
35910,3780,1-Very very slightly included,Antwerp
35911,924,0-Internaly Flawless,Tel Aviv
35912,5197,3-Slightly included,Amsterdam
35913,886,0-Internaly Flawless,Paris
35914,14817,2-Very slightly included,London
35915,1974,1-Very very slightly included,Amsterdam
35916,1736,2-Very slightly included,Surat
35917,1668,2-Very slightly included,New York City
35918,14745,2-Very slightly included,Surat
35919,972,2-Very slightly included,Amsterdam
35920,4570,3-Slightly included,Surat
35921,5571,3-Slightly included,Surat
35922,2614,3-Slightly included,Madrid
35923,904,3-Slightly included,Kimberly
35924,2732,2-Very slightly included,Kimberly
35925,658,2-Very slightly included,Madrid
35926,726,2-Very slightly included,Antwerp
35927,7310,2-Very slightly included,Surat
35928,5102,1-Very very slightly included,Kimberly
35929,599,1-Very very slightly included,Surat
35930,895,1-Very very slightly included,Surat
35931,461,3-Slightly included,Tel Aviv
35932,725,2-Very slightly included,New York City
35933,6962,4-Included,Las Vegas
35934,854,2-Very slightly included,Amsterdam
35935,4341,3-Slightly included,New York City
35936,2052,2-Very slightly included,Tel Aviv
35937,2558,2-Very slightly included,Zurich
35938,1076,1-Very very slightly included,Tel Aviv
35939,14527,2-Very slightly included,Antwerp
35940,432,1-Very very slightly included,New York City
35941,982,1-Very very slightly included,London
35942,1316,3-Slightly included,Luxembourg
35943,1189,1-Very very slightly included,Antwerp
35944,1754,2-Very slightly included,New York City
35945,544,3-Slightly included,Dubai
35946,6830,3-Slightly included,Kimberly
35947,2461,3-Slightly included,New York City
35948,1884,2-Very slightly included,London
35949,2838,2-Very slightly included,Dubai
35950,6629,3-Slightly included,Zurich
35951,2385,2-Very slightly included,Madrid
35952,694,1-Very very slightly included,Antwerp
35953,788,3-Slightly included,Las Vegas
35954,5773,3-Slightly included,Madrid
35955,4060,3-Slightly included,Zurich
35956,9368,3-Slightly included,Luxembourg
35957,10291,2-Very slightly included,Kimberly
35958,863,0-Internaly Flawless,Luxembourg
35959,3377,3-Slightly included,Amsterdam
35960,5228,3-Slightly included,London
35961,10919,2-Very slightly included,Las Vegas
35962,11463,3-Slightly included,Antwerp
35963,852,2-Very slightly included,Kimberly
35964,5236,2-Very slightly included,Surat
35965,2378,4-Included,Luxembourg
35966,7295,2-Very slightly included,Antwerp
35967,461,2-Very slightly included,Kimberly
35968,439,2-Very slightly included,New York City
35969,2691,3-Slightly included,Surat
35970,2611,1-Very very slightly included,Tel Aviv
35971,6783,3-Slightly included,Surat
35972,552,2-Very slightly included,Tel Aviv
35973,1832,2-Very slightly included,Antwerp
35974,2964,3-Slightly included,Surat
35975,9683,0-Internaly Flawless,Kimberly
35976,1116,0-Internaly Flawless,Tel Aviv
35977,5356,2-Very slightly included,New York City
35978,788,3-Slightly included,Amsterdam
35979,518,1-Very very slightly included,Paris
35980,1090,2-Very slightly included,New York City
35981,1338,3-Slightly included,Antwerp
35982,2161,3-Slightly included,Tel Aviv
35983,10271,3-Slightly included,Paris
35984,4449,3-Slightly included,New York City
35985,2436,3-Slightly included,Kimberly
35986,436,2-Very slightly included,Antwerp
35987,1033,2-Very slightly included,Surat
35988,7059,2-Very slightly included,Las Vegas
35989,2473,2-Very slightly included,Paris
35990,11233,0-Internaly Flawless,Luxembourg
35991,11189,2-Very slightly included,Surat
35992,1582,1-Very very slightly included,Amsterdam
35993,632,2-Very slightly included,London
35994,954,1-Very very slightly included,London
35995,4937,3-Slightly included,Kimberly
35996,2559,1-Very very slightly included,Luxembourg
35997,675,2-Very slightly included,Kimberly
35998,3827,0-Internaly Flawless,Kimberly
35999,4666,3-Slightly included,Kimberly
36000,2890,3-Slightly included,Tel Aviv
36001,1140,1-Very very slightly included,Kimberly
36002,1013,0-Internaly Flawless,Paris
36003,734,2-Very slightly included,London
36004,453,1-Very very slightly included,Amsterdam
36005,12648,3-Slightly included,Tel Aviv
36006,4018,3-Slightly included,Amsterdam
36007,18172,3-Slightly included,Amsterdam
36008,3869,3-Slightly included,Dubai
36009,4595,3-Slightly included,Kimberly
36010,587,1-Very very slightly included,Tel Aviv
36011,1381,3-Slightly included,Zurich
36012,548,1-Very very slightly included,Zurich
36013,1443,2-Very slightly included,Tel Aviv
36014,1622,3-Slightly included,Surat
36015,554,3-Slightly included,Amsterdam
36016,664,2-Very slightly included,Amsterdam
36017,686,3-Slightly included,Paris
36018,1304,3-Slightly included,Tel Aviv
36019,2616,3-Slightly included,Amsterdam
36020,10730,3-Slightly included,Tel Aviv
36021,2795,2-Very slightly included,Surat
36022,4435,3-Slightly included,New York City
36023,2415,3-Slightly included,Paris
36024,5131,2-Very slightly included,Tel Aviv
36025,5361,0-Internaly Flawless,Kimberly
36026,400,2-Very slightly included,Amsterdam
36027,16364,3-Slightly included,Tel Aviv
36028,1076,2-Very slightly included,Madrid
36029,14394,1-Very very slightly included,Surat
36030,1871,2-Very slightly included,Surat
36031,681,3-Slightly included,Antwerp
36032,1624,0-Internaly Flawless,Dubai
36033,2376,3-Slightly included,Tel Aviv
36034,867,2-Very slightly included,Zurich
36035,1875,2-Very slightly included,Luxembourg
36036,2591,1-Very very slightly included,Tel Aviv
36037,814,1-Very very slightly included,Las Vegas
36038,1819,2-Very slightly included,Antwerp
36039,8260,3-Slightly included,Surat
36040,2937,3-Slightly included,Tel Aviv
36041,7963,3-Slightly included,Paris
36042,925,2-Very slightly included,Kimberly
36043,478,1-Very very slightly included,Surat
36044,4798,3-Slightly included,Madrid
36045,13253,2-Very slightly included,Dubai
36046,10850,2-Very slightly included,Tel Aviv
36047,13825,2-Very slightly included,Dubai
36048,13908,3-Slightly included,Zurich
36049,4065,3-Slightly included,Kimberly
36050,4291,3-Slightly included,Madrid
36051,734,2-Very slightly included,Antwerp
36052,4565,1-Very very slightly included,Dubai
36053,1633,2-Very slightly included,Luxembourg
36054,3665,3-Slightly included,Dubai
36055,4038,3-Slightly included,Surat
36056,1981,2-Very slightly included,Tel Aviv
36057,2942,3-Slightly included,Surat
36058,603,2-Very slightly included,Antwerp
36059,5277,4-Included,Surat
36060,2753,3-Slightly included,Kimberly
36061,5704,2-Very slightly included,Las Vegas
36062,574,3-Slightly included,Zurich
36063,1113,3-Slightly included,London
36064,2513,1-Very very slightly included,New York City
36065,608,3-Slightly included,Amsterdam
36066,1093,2-Very slightly included,Antwerp
36067,2061,2-Very slightly included,Antwerp
36068,8110,3-Slightly included,Las Vegas
36069,1265,3-Slightly included,Surat
36070,3599,3-Slightly included,Antwerp
36071,5602,3-Slightly included,Surat
36072,2809,4-Included,Antwerp
36073,705,3-Slightly included,Madrid
36074,5487,3-Slightly included,Surat
36075,6300,3-Slightly included,Surat
36076,4506,3-Slightly included,Kimberly
36077,7161,3-Slightly included,Tel Aviv
36078,3949,3-Slightly included,Las Vegas
36079,900,3-Slightly included,Surat
36080,4639,3-Slightly included,Antwerp
36081,11147,3-Slightly included,Zurich
36082,1218,3-Slightly included,Amsterdam
36083,1874,3-Slightly included,Zurich
36084,2202,3-Slightly included,New York City
36085,8860,2-Very slightly included,Las Vegas
36086,6147,2-Very slightly included,Paris
36087,1720,3-Slightly included,London
36088,4652,3-Slightly included,Luxembourg
36089,940,4-Included,London
36090,984,2-Very slightly included,Luxembourg
36091,3516,2-Very slightly included,Surat
36092,1633,3-Slightly included,New York City
36093,6999,2-Very slightly included,Amsterdam
36094,1179,1-Very very slightly included,Tel Aviv
36095,1323,1-Very very slightly included,Las Vegas
36096,1754,2-Very slightly included,Surat
36097,2346,0-Internaly Flawless,Las Vegas
36098,5964,2-Very slightly included,Tel Aviv
36099,1683,2-Very slightly included,Antwerp
36100,6639,2-Very slightly included,Dubai
36101,8227,1-Very very slightly included,Kimberly
36102,4475,3-Slightly included,Las Vegas
36103,1822,2-Very slightly included,New York City
36104,6479,2-Very slightly included,Paris
36105,10711,2-Very slightly included,Kimberly
36106,1061,2-Very slightly included,Las Vegas
36107,9930,1-Very very slightly included,Kimberly
36108,1060,3-Slightly included,Tel Aviv
36109,772,3-Slightly included,Antwerp
36110,1031,2-Very slightly included,Zurich
36111,2901,3-Slightly included,Zurich
36112,11554,3-Slightly included,Las Vegas
36113,663,3-Slightly included,Amsterdam
36114,1221,1-Very very slightly included,Dubai
36115,971,4-Included,Las Vegas
36116,402,2-Very slightly included,Tel Aviv
36117,2788,2-Very slightly included,New York City
36118,3812,3-Slightly included,Paris
36119,1063,3-Slightly included,Kimberly
36120,2453,3-Slightly included,Surat
36121,2040,3-Slightly included,Las Vegas
36122,17403,3-Slightly included,Luxembourg
36123,10546,2-Very slightly included,Antwerp
36124,3871,2-Very slightly included,Kimberly
36125,645,2-Very slightly included,Madrid
36126,9178,2-Very slightly included,Madrid
36127,1031,1-Very very slightly included,Antwerp
36128,1689,2-Very slightly included,Antwerp
36129,5074,4-Included,Tel Aviv
36130,3980,2-Very slightly included,New York City
36131,1017,1-Very very slightly included,Amsterdam
36132,749,2-Very slightly included,Surat
36133,1781,2-Very slightly included,Zurich
36134,4496,3-Slightly included,Las Vegas
36135,5096,3-Slightly included,Surat
36136,4218,3-Slightly included,Madrid
36137,15785,3-Slightly included,Dubai
36138,5798,3-Slightly included,Antwerp
36139,7296,2-Very slightly included,Surat
36140,4693,3-Slightly included,Tel Aviv
36141,1981,2-Very slightly included,Las Vegas
36142,759,1-Very very slightly included,Antwerp
36143,3342,2-Very slightly included,Zurich
36144,3669,3-Slightly included,Amsterdam
36145,7162,3-Slightly included,Surat
36146,1259,0-Internaly Flawless,Madrid
36147,4564,3-Slightly included,Dubai
36148,829,2-Very slightly included,Paris
36149,1114,1-Very very slightly included,Tel Aviv
36150,1580,1-Very very slightly included,Paris
36151,6935,3-Slightly included,Luxembourg
36152,946,0-Internaly Flawless,London
36153,429,2-Very slightly included,Tel Aviv
36154,1838,2-Very slightly included,Kimberly
36155,2337,2-Very slightly included,Madrid
36156,407,3-Slightly included,Tel Aviv
36157,455,1-Very very slightly included,Paris
36158,1915,2-Very slightly included,Luxembourg
36159,1656,2-Very slightly included,Dubai
36160,1389,1-Very very slightly included,Las Vegas
36161,1857,2-Very slightly included,Paris
36162,702,3-Slightly included,Surat
36163,2061,2-Very slightly included,Amsterdam
36164,1569,2-Very slightly included,Surat
36165,4403,3-Slightly included,Kimberly
36166,694,1-Very very slightly included,Las Vegas
36167,1051,1-Very very slightly included,Madrid
36168,6887,2-Very slightly included,Zurich
36169,2905,3-Slightly included,Surat
36170,606,2-Very slightly included,Zurich
36171,3746,2-Very slightly included,Antwerp
36172,6176,2-Very slightly included,Luxembourg
36173,3154,2-Very slightly included,Antwerp
36174,842,2-Very slightly included,Dubai
36175,1422,1-Very very slightly included,Las Vegas
36176,6397,2-Very slightly included,Luxembourg
36177,730,1-Very very slightly included,London
36178,968,1-Very very slightly included,Paris
36179,2633,3-Slightly included,New York City
36180,537,2-Very slightly included,Antwerp
36181,8629,2-Very slightly included,Kimberly
36182,827,2-Very slightly included,Madrid
36183,3786,3-Slightly included,Antwerp
36184,1875,1-Very very slightly included,Antwerp
36185,6819,2-Very slightly included,New York City
36186,898,3-Slightly included,Kimberly
36187,995,3-Slightly included,Surat
36188,3346,3-Slightly included,New York City
36189,3545,3-Slightly included,Surat
36190,1018,0-Internaly Flawless,Antwerp
36191,554,3-Slightly included,Surat
36192,4054,3-Slightly included,Madrid
36193,982,2-Very slightly included,Luxembourg
36194,738,2-Very slightly included,Amsterdam
36195,886,3-Slightly included,Kimberly
36196,4552,3-Slightly included,Las Vegas
36197,3643,2-Very slightly included,Antwerp
36198,478,1-Very very slightly included,Zurich
36199,3763,3-Slightly included,Las Vegas
36200,645,2-Very slightly included,Paris
36201,674,3-Slightly included,Luxembourg
36202,1062,1-Very very slightly included,Surat
36203,1626,2-Very slightly included,Madrid
36204,449,2-Very slightly included,New York City
36205,968,1-Very very slightly included,Zurich
36206,6768,3-Slightly included,New York City
36207,495,2-Very slightly included,Dubai
36208,3336,1-Very very slightly included,Kimberly
36209,4426,3-Slightly included,Las Vegas
36210,3472,2-Very slightly included,Antwerp
36211,776,2-Very slightly included,Surat
36212,14616,1-Very very slightly included,Dubai
36213,4989,3-Slightly included,Las Vegas
36214,10483,1-Very very slightly included,Surat
36215,4004,3-Slightly included,Antwerp
36216,1668,2-Very slightly included,Las Vegas
36217,709,1-Very very slightly included,New York City
36218,7900,2-Very slightly included,London
36219,596,3-Slightly included,Zurich
36220,764,2-Very slightly included,Antwerp
36221,506,2-Very slightly included,Las Vegas
36222,3346,3-Slightly included,Luxembourg
36223,3398,3-Slightly included,Antwerp
36224,835,2-Very slightly included,Kimberly
36225,5338,1-Very very slightly included,Kimberly
36226,1698,2-Very slightly included,London
36227,530,1-Very very slightly included,Luxembourg
36228,921,1-Very very slightly included,Tel Aviv
36229,6486,2-Very slightly included,Antwerp
36230,3011,4-Included,Luxembourg
36231,1774,3-Slightly included,Paris
36232,3011,2-Very slightly included,Dubai
36233,813,2-Very slightly included,Surat
36234,5804,3-Slightly included,Madrid
36235,2584,3-Slightly included,Antwerp
36236,2729,0-Internaly Flawless,Surat
36237,1746,2-Very slightly included,New York City
36238,567,2-Very slightly included,Tel Aviv
36239,1069,2-Very slightly included,Paris
36240,3946,2-Very slightly included,Surat
36241,1998,3-Slightly included,Kimberly
36242,1802,2-Very slightly included,Kimberly
36243,11988,3-Slightly included,Zurich
36244,958,0-Internaly Flawless,New York City
36245,3391,3-Slightly included,Amsterdam
36246,3634,3-Slightly included,Las Vegas
36247,3058,2-Very slightly included,Antwerp
36248,4838,3-Slightly included,Zurich
36249,3500,3-Slightly included,Las Vegas
36250,608,2-Very slightly included,New York City
36251,574,3-Slightly included,Madrid
36252,1295,1-Very very slightly included,Luxembourg
36253,8213,2-Very slightly included,Dubai
36254,1040,1-Very very slightly included,Antwerp
36255,4739,2-Very slightly included,Las Vegas
36256,473,2-Very slightly included,Surat
36257,8004,1-Very very slightly included,Dubai
36258,663,3-Slightly included,Dubai
36259,402,2-Very slightly included,Tel Aviv
36260,4702,2-Very slightly included,Las Vegas
36261,7548,2-Very slightly included,London
36262,541,3-Slightly included,New York City
36263,2251,3-Slightly included,Antwerp
36264,4805,3-Slightly included,Madrid
36265,505,2-Very slightly included,New York City
36266,1106,1-Very very slightly included,Amsterdam
36267,2117,3-Slightly included,Surat
36268,756,3-Slightly included,Antwerp
36269,5443,3-Slightly included,Antwerp
36270,7604,3-Slightly included,Luxembourg
36271,11400,2-Very slightly included,Kimberly
36272,1221,1-Very very slightly included,Kimberly
36273,7485,2-Very slightly included,Zurich
36274,965,1-Very very slightly included,Paris
36275,4754,3-Slightly included,Madrid
36276,807,2-Very slightly included,Surat
36277,776,2-Very slightly included,Kimberly
36278,2430,2-Very slightly included,New York City
36279,4451,1-Very very slightly included,Luxembourg
36280,4327,3-Slightly included,Paris
36281,11051,3-Slightly included,Tel Aviv
36282,789,0-Internaly Flawless,Antwerp
36283,524,3-Slightly included,London
36284,1669,0-Internaly Flawless,Amsterdam
36285,3105,3-Slightly included,Las Vegas
36286,10453,1-Very very slightly included,New York City
36287,3629,3-Slightly included,Surat
36288,4121,3-Slightly included,Tel Aviv
36289,16450,2-Very slightly included,Antwerp
36290,4448,3-Slightly included,Antwerp
36291,630,4-Included,Amsterdam
36292,838,1-Very very slightly included,Amsterdam
36293,1998,3-Slightly included,Kimberly
36294,2804,3-Slightly included,Las Vegas
36295,576,1-Very very slightly included,Zurich
36296,976,2-Very slightly included,Kimberly
36297,484,2-Very slightly included,Tel Aviv
36298,3011,2-Very slightly included,Surat
36299,548,2-Very slightly included,Las Vegas
36300,914,0-Internaly Flawless,Madrid
36301,2863,3-Slightly included,Kimberly
36302,5880,3-Slightly included,New York City
36303,4449,3-Slightly included,New York City
36304,1200,2-Very slightly included,Antwerp
36305,5862,2-Very slightly included,Surat
36306,4770,3-Slightly included,Zurich
36307,10553,3-Slightly included,Paris
36308,608,2-Very slightly included,Surat
36309,1667,2-Very slightly included,Kimberly
36310,873,0-Internaly Flawless,Luxembourg
36311,2239,4-Included,Kimberly
36312,576,3-Slightly included,Madrid
36313,10692,2-Very slightly included,Surat
36314,512,1-Very very slightly included,Surat
36315,1668,2-Very slightly included,Kimberly
36316,867,2-Very slightly included,Luxembourg
36317,6224,3-Slightly included,Madrid
36318,6006,3-Slightly included,Surat
36319,1207,1-Very very slightly included,Las Vegas
36320,600,3-Slightly included,Amsterdam
36321,880,1-Very very slightly included,Surat
36322,764,1-Very very slightly included,Luxembourg
36323,15454,3-Slightly included,Surat
36324,11182,1-Very very slightly included,Kimberly
36325,11715,3-Slightly included,Antwerp
36326,3958,3-Slightly included,Tel Aviv
36327,2401,2-Very slightly included,Surat
36328,4239,3-Slightly included,Antwerp
36329,3041,2-Very slightly included,Las Vegas
36330,3806,3-Slightly included,Madrid
36331,2956,3-Slightly included,Antwerp
36332,417,2-Very slightly included,London
36333,3992,3-Slightly included,Paris
36334,3511,3-Slightly included,Madrid
36335,802,1-Very very slightly included,Amsterdam
36336,3047,3-Slightly included,Antwerp
36337,500,2-Very slightly included,Kimberly
36338,8558,2-Very slightly included,Antwerp
36339,8698,2-Very slightly included,London
36340,9762,3-Slightly included,Surat
36341,6080,2-Very slightly included,Dubai
36342,6301,3-Slightly included,Paris
36343,6316,3-Slightly included,New York City
36344,891,0-Internaly Flawless,Amsterdam
36345,1071,3-Slightly included,Amsterdam
36346,2400,2-Very slightly included,London
36347,6209,2-Very slightly included,London
36348,1838,1-Very very slightly included,Kimberly
36349,6097,2-Very slightly included,Dubai
36350,3584,3-Slightly included,Surat
36351,923,3-Slightly included,New York City
36352,5677,2-Very slightly included,Antwerp
36353,583,3-Slightly included,Madrid
36354,814,1-Very very slightly included,Antwerp
36355,4615,3-Slightly included,Zurich
36356,1109,2-Very slightly included,Antwerp
36357,583,2-Very slightly included,Antwerp
36358,3595,3-Slightly included,Las Vegas
36359,12618,3-Slightly included,Paris
36360,6115,2-Very slightly included,New York City
36361,3770,3-Slightly included,Las Vegas
36362,9618,2-Very slightly included,Surat
36363,863,0-Internaly Flawless,Kimberly
36364,3783,1-Very very slightly included,Antwerp
36365,2898,3-Slightly included,Paris
36366,4456,3-Slightly included,Las Vegas
36367,4144,3-Slightly included,Dubai
36368,4423,3-Slightly included,Paris
36369,17555,3-Slightly included,Luxembourg
36370,911,2-Very slightly included,New York City
36371,16466,3-Slightly included,Amsterdam
36372,4940,2-Very slightly included,Tel Aviv
36373,1069,2-Very slightly included,Zurich
36374,1155,1-Very very slightly included,Las Vegas
36375,2313,1-Very very slightly included,Las Vegas
36376,3048,2-Very slightly included,Kimberly
36377,382,2-Very slightly included,Antwerp
36378,2011,3-Slightly included,Kimberly
36379,1625,2-Very slightly included,Kimberly
36380,1668,3-Slightly included,Surat
36381,6597,2-Very slightly included,Kimberly
36382,579,2-Very slightly included,Antwerp
36383,630,2-Very slightly included,Kimberly
36384,2598,1-Very very slightly included,Las Vegas
36385,1662,2-Very slightly included,Antwerp
36386,3820,3-Slightly included,Zurich
36387,4935,3-Slightly included,Surat
36388,7906,2-Very slightly included,Luxembourg
36389,5443,3-Slightly included,Amsterdam
36390,5975,3-Slightly included,Dubai
36391,865,1-Very very slightly included,Madrid
36392,803,3-Slightly included,Antwerp
36393,4141,1-Very very slightly included,Dubai
36394,8381,2-Very slightly included,Amsterdam
36395,585,3-Slightly included,Kimberly
36396,12857,3-Slightly included,Antwerp
36397,3441,3-Slightly included,London
36398,1692,2-Very slightly included,Surat
36399,3726,3-Slightly included,Surat
36400,2368,2-Very slightly included,Kimberly
36401,873,0-Internaly Flawless,New York City
36402,1042,3-Slightly included,Luxembourg
36403,13827,3-Slightly included,Tel Aviv
36404,1671,3-Slightly included,Dubai
36405,1017,1-Very very slightly included,Kimberly
36406,1269,1-Very very slightly included,New York City
36407,5036,2-Very slightly included,Kimberly
36408,2960,2-Very slightly included,Luxembourg
36409,4755,3-Slightly included,Amsterdam
36410,4107,2-Very slightly included,Antwerp
36411,14042,3-Slightly included,Kimberly
36412,1940,2-Very slightly included,Antwerp
36413,725,2-Very slightly included,Zurich
36414,1427,2-Very slightly included,Kimberly
36415,3742,3-Slightly included,London
36416,802,2-Very slightly included,Kimberly
36417,5358,3-Slightly included,Luxembourg
36418,1022,3-Slightly included,Las Vegas
36419,9215,2-Very slightly included,Surat
36420,17650,3-Slightly included,Luxembourg
36421,431,1-Very very slightly included,Kimberly
36422,1605,2-Very slightly included,Dubai
36423,1871,2-Very slightly included,Kimberly
36424,3975,3-Slightly included,Luxembourg
36425,571,3-Slightly included,Dubai
36426,1107,1-Very very slightly included,New York City
36427,949,1-Very very slightly included,Dubai
36428,2109,3-Slightly included,Kimberly
36429,829,3-Slightly included,Madrid
36430,17826,2-Very slightly included,Paris
36431,6346,3-Slightly included,Kimberly
36432,10080,3-Slightly included,Antwerp
36433,11149,3-Slightly included,Luxembourg
36434,16316,2-Very slightly included,Dubai
36435,1295,1-Very very slightly included,New York City
36436,2578,2-Very slightly included,Las Vegas
36437,10954,0-Internaly Flawless,Kimberly
36438,846,2-Very slightly included,Las Vegas
36439,2070,1-Very very slightly included,Antwerp
36440,872,2-Very slightly included,Antwerp
36441,7413,2-Very slightly included,Paris
36442,616,2-Very slightly included,Surat
36443,953,1-Very very slightly included,Antwerp
36444,1897,3-Slightly included,Madrid
36445,5600,3-Slightly included,Madrid
36446,4369,3-Slightly included,Las Vegas
36447,548,1-Very very slightly included,Surat
36448,1882,2-Very slightly included,Tel Aviv
36449,3282,3-Slightly included,Kimberly
36450,10204,1-Very very slightly included,Zurich
36451,2473,2-Very slightly included,Tel Aviv
36452,5259,1-Very very slightly included,Amsterdam
36453,7441,3-Slightly included,Madrid
36454,1819,2-Very slightly included,New York City
36455,776,2-Very slightly included,Paris
36456,787,2-Very slightly included,Madrid
36457,4834,2-Very slightly included,Madrid
36458,3267,3-Slightly included,London
36459,814,1-Very very slightly included,Tel Aviv
36460,3126,1-Very very slightly included,Antwerp
36461,2914,3-Slightly included,Tel Aviv
36462,2756,3-Slightly included,Tel Aviv
36463,9104,3-Slightly included,Zurich
36464,3617,1-Very very slightly included,Kimberly
36465,5292,3-Slightly included,Madrid
36466,867,2-Very slightly included,New York City
36467,17219,2-Very slightly included,Antwerp
36468,3914,3-Slightly included,London
36469,17209,3-Slightly included,London
36470,705,3-Slightly included,Paris
36471,704,2-Very slightly included,New York City
36472,3879,3-Slightly included,Tel Aviv
36473,743,2-Very slightly included,Madrid
36474,2853,3-Slightly included,Paris
36475,596,3-Slightly included,Antwerp
36476,3604,3-Slightly included,Kimberly
36477,589,3-Slightly included,New York City
36478,1335,3-Slightly included,New York City
36479,2367,3-Slightly included,Paris
36480,3338,2-Very slightly included,Antwerp
36481,1015,1-Very very slightly included,Paris
36482,914,0-Internaly Flawless,Kimberly
36483,1919,3-Slightly included,Luxembourg
36484,4350,3-Slightly included,Antwerp
36485,5021,3-Slightly included,Kimberly
36486,16231,3-Slightly included,Zurich
36487,11392,2-Very slightly included,Antwerp
36488,687,3-Slightly included,Kimberly
36489,680,2-Very slightly included,Amsterdam
36490,4276,3-Slightly included,Las Vegas
36491,794,1-Very very slightly included,Kimberly
36492,3284,2-Very slightly included,Antwerp
36493,874,3-Slightly included,Madrid
36494,3407,3-Slightly included,Tel Aviv
36495,672,3-Slightly included,Paris
36496,1008,2-Very slightly included,Kimberly
36497,1044,0-Internaly Flawless,Zurich
36498,1087,2-Very slightly included,Surat
36499,3918,2-Very slightly included,Paris
36500,713,2-Very slightly included,Kimberly
36501,413,2-Very slightly included,Kimberly
36502,734,2-Very slightly included,Kimberly
36503,1367,1-Very very slightly included,Luxembourg
36504,625,2-Very slightly included,Surat
36505,776,2-Very slightly included,Amsterdam
36506,2883,3-Slightly included,London
36507,766,1-Very very slightly included,Paris
36508,600,1-Very very slightly included,Luxembourg
36509,946,1-Very very slightly included,Kimberly
36510,434,3-Slightly included,Luxembourg
36511,2185,2-Very slightly included,Kimberly
36512,4452,2-Very slightly included,New York City
36513,1020,2-Very slightly included,Antwerp
36514,4368,3-Slightly included,Surat
36515,4163,3-Slightly included,Tel Aviv
36516,2064,1-Very very slightly included,Dubai
36517,901,1-Very very slightly included,Las Vegas
36518,16314,3-Slightly included,Paris
36519,706,2-Very slightly included,London
36520,3759,2-Very slightly included,Antwerp
36521,4372,2-Very slightly included,Paris
36522,1412,2-Very slightly included,Las Vegas
36523,11795,3-Slightly included,Kimberly
36524,1243,0-Internaly Flawless,New York City
36525,875,1-Very very slightly included,Madrid
36526,7729,3-Slightly included,Madrid
36527,1041,3-Slightly included,Surat
36528,3570,2-Very slightly included,London
36529,1582,2-Very slightly included,London
36530,2872,3-Slightly included,Amsterdam
36531,4372,2-Very slightly included,Zurich
36532,8174,3-Slightly included,Luxembourg
36533,2380,1-Very very slightly included,Surat
36534,530,1-Very very slightly included,Paris
36535,9457,1-Very very slightly included,New York City
36536,4520,3-Slightly included,New York City
36537,11255,3-Slightly included,Amsterdam
36538,4972,3-Slightly included,New York City
36539,7422,2-Very slightly included,Surat
36540,2495,3-Slightly included,Paris
36541,4821,2-Very slightly included,London
36542,7854,4-Included,Dubai
36543,645,2-Very slightly included,Antwerp
36544,827,1-Very very slightly included,Surat
36545,709,3-Slightly included,Kimberly
36546,3818,3-Slightly included,London
36547,9374,3-Slightly included,Surat
36548,3888,2-Very slightly included,Tel Aviv
36549,3078,2-Very slightly included,Surat
36550,3139,3-Slightly included,Madrid
36551,663,3-Slightly included,Las Vegas
36552,789,0-Internaly Flawless,Dubai
36553,2372,3-Slightly included,Surat
36554,12121,3-Slightly included,Surat
36555,15245,3-Slightly included,Las Vegas
36556,5744,2-Very slightly included,Antwerp
36557,4619,3-Slightly included,London
36558,1748,3-Slightly included,Antwerp
36559,1131,2-Very slightly included,Antwerp
36560,3610,3-Slightly included,Madrid
36561,7209,2-Very slightly included,New York City
36562,13963,2-Very slightly included,Madrid
36563,4381,3-Slightly included,Kimberly
36564,725,3-Slightly included,Antwerp
36565,4678,3-Slightly included,Kimberly
36566,5919,3-Slightly included,Las Vegas
36567,1132,3-Slightly included,Tel Aviv
36568,6191,3-Slightly included,Amsterdam
36569,1821,3-Slightly included,Kimberly
36570,786,1-Very very slightly included,Zurich
36571,945,3-Slightly included,Luxembourg
